TABLE_NAME;DOSSIERNUMMER;AANVRAGER;REGELINGNAAM;BELEIDSTERREIN;ORGANISATIEONDERDEEL;PROJECT_NAAM;TYPE_PERIODICITEIT;BEDRAG_AANGEVRAAGD;BEDRAG_VERLEEND;BEDRAG_VASTGESTELD;SUBSIDIEJAAR;DATUM_OVERZICHT
SB_MI_SUBSIDIEREGISTER;SBA-000090;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;het organiseren van een wekelijkse voor ouderen waar zij kunnen bridgen en klaverjassen;Eenmalig;1850.00;1850.00;1850.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000019;(Particulier);Subsidieregeling Bewonersinitiatieven;Welzijn en Zorg;stadsdeel Zuid;Jazzclub New Orleans;Eenmalig;4000.00;4000.00;4000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000082;(Particulier);Nadere regels subsidie Kunst Cultuur West;Cultuur;stadsdeel West;filmactiviteit;Eenmalig;10000.00;10000.00;10000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000222;(Particulier);Eenmalige Initiatieven SD Zuid;Algemeen;stadsdeel Zuid;Biesbosch straatdiner;Eenmalig;1479.00;1479.00;1479.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000257;(Particulier);Nadere regels subsidie Kunst Cultuur West;Cultuur;stadsdeel West;community art;Eenmalig;4000.00;4000.00;4000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000308;(Particulier);Subsidieregeling Burgerschap en Diversiteit;Participatie;Onderwijs, Jeugd en Zorg;Filmvertoning en discussieavond met Cecile Emeke;Eenmalig;1400.00;1400.00;1400.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000304;(Particulier);Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Vrouwenfitnetwerk Tagerijn;Periodiek;16950.00;16950.00;16950.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000337;(Particulier);Begrotingspost Subsidie SD Zuid (Organisatiespecifiek);Algemeen;stadsdeel Zuid;Brideclub voor ouderen;Periodiek;1370.00;1370.00;1370.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000346;(Particulier);Subsidieregeling Inburgering;Welzijn en Zorg;stadsdeel Zuid;Activiteiten Werkgroep Vluchtelingen Rivierenbuurt;Periodiek;2000.00;2000.00;2000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000347;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;voor de ouderen societeit nieuwendam;Eenmalig;2000.00;676.00;676.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000383;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Beeldhouwen in speksteen;Eenmalig;845.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000440;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;voor de biljartvereniging nieuwendam;Eenmalig;1000.00;400.00;400.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000484;(Particulier);Subsidieregeling Vernieuwd welzijn;Welzijn en Zorg;stadsdeel Zuid;Lunchconcerten Thomas Open;Periodiek;3000.00;2000.00;2000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000539;(Particulier);Subsidieregeling Vernieuwd welzijn;Welzijn en Zorg;stadsdeel Zuid;Samenspraak Gilde Utrecht;Periodiek;3500.00;3500.00;3500.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000546;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;Organiseren filmmiddag;Eenmalig;1500.00;1500.00;1500.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000579;(Particulier);Subsidieregeling Vernieuwd welzijn;Welzijn en Zorg;stadsdeel Zuid;Speel-o-theek 't Guppie;Periodiek;5355.00;5355.00;5355.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000914;(Particulier);Nadere regels subsidie Kunst Cultuur West;Cultuur;stadsdeel West;Kunstproject Amsterdam-West;Eenmalig;25025.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-000978;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Ouder en kind speelgroep Amsterdam Noord;Eenmalig;640.00;640.00;640.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001061;(Particulier);Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Contactbijeenkomsten Visueel Gehandicapten;Eenmalig;2850.00;2850.00;2850.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001095;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;A.V.O.  Klaverjas vereniging;Eenmalig;500.00;105.00;105.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001152;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;interculturele ontmoetingsochtend voor vrouwen;Eenmalig;499.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001166;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;voor Klaverjasclub Animo;Eenmalig;500.00;380.00;380.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001176;(Particulier);Eenmalige Initiatieven SD Centrum;Algemeen;stadsdeel Centrum;Gezamenlijke aanvraag vijf buurtkranten Centrum;Eenmalig;16000.00;16000.00;16000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001180;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Nederlandse les voor Spaanstaligen;Eenmalig;432.00;326.00;326.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001221;(Particulier);Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Chi Kung lessen voor Ouderen;Eenmalig;10210.00;10210.00;10210.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001235;(Particulier);Subsidieregeling Activiteiten door vrijwilligersorganisaties;Welzijn en Zorg;stadsdeel Oost;Sociale buurtvoorzieningen;Periodiek;7800.00;6900.00;6900.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001268;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;Yoga voor Ouderen;Eenmalig;1400.00;1400.00;1400.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001277;(Particulier);Subsidieregeling Activiteiten door vrijwilligersorganisaties;Welzijn en Zorg;stadsdeel Oost;Buurtbewoners samen eten;Periodiek;1140.00;1140.00;1140.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001279;(Particulier);Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013;Participatie;stadsdeel Zuidoost;Workshop en overdracht Wan Denki;Eenmalig;4898.70;3710.00;3710.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001291;(Particulier);Welzijnssubsidies West 2013;Welzijn en Zorg;stadsdeel West;Uitgave 2 maandelijks blad voor visueel gehandicapten;Eenmalig;8725.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001317;(Particulier);Subsidieregeling Activiteiten door vrijwilligersorganisaties;Welzijn en Zorg;stadsdeel Oost;Buurtinitiatief kwetsbare vrouwen;Periodiek;4000.00;2160.00;2160.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001320;(Particulier);Subsidieregeling Activiteiten door vrijwilligersorganisaties;Welzijn en Zorg;stadsdeel Oost;verschillende activiteiten;Periodiek;4830.00;4830.00;4830.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001347;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Klaverjasclub de Banne;Eenmalig;1568.70;1568.70;1568.70;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001348;(Particulier);Subsidieregeling Activiteiten door vrijwilligersorganisaties;Welzijn en Zorg;stadsdeel Oost;Buurtinitiatief;Periodiek;11914.00;9914.00;9914.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001355;(Particulier);Subsidieregeling Activiteiten door vrijwilligersorganisaties;Welzijn en Zorg;stadsdeel Oost;Buurtactiviteiten;Periodiek;7840.00;4320.00;4320.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001356;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;club creatief. Kaarten maken;Eenmalig;254.80;254.80;254.80;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001372;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Buurtfeest Beemsterstraat dichter bij elkaar;Eenmalig;4500.00;1000.00;1000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001376;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Midzomerfestival Schellingwoude 15e editie;Eenmalig;2500.00;1800.00;1800.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001385;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Aerobics sport voor vrouwen;Eenmalig;888.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001387;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Ouderenmiddag met bingo;Eenmalig;2100.00;1500.00;1500.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001396;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Vrouwenontmoeting;Eenmalig;1175.00;925.00;925.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001397;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;Stichting WOOR;Eenmalig;1820.00;1820.00;1820.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001436;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;Werkgroep Amsterdams Vredescafe organiseert ruim 25 jaar 10 avonden per jaar in Het Huis van de Wijk;Eenmalig;2300.00;2000.00;2000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001442;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Zangkoor Double Dutch;Eenmalig;1375.00;1325.00;1325.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001443;(Particulier);Subsidieregeling Amsterdam Dialoog 2015-2016;Participatie;Onderwijs, Jeugd en Zorg;Said & Lody Dialoogtafels;Eenmalig;20000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001445;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;activiteiten ontmoetingsruimte De Wasknijper;Eenmalig;751.00;600.00;600.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001451;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Interculturele Ontmoetingsochtend voor vrouwen;Eenmalig;1093.00;1093.00;1093.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001456;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Hanging Baskets deel Beemsterstraat (Andishe tot dagverblijf, Kimme);Eenmalig;1600.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001459;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Aerobics sport voor vrouwen;Eenmalig;888.00;888.00;888.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001466;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Senioren Salon;Eenmalig;630.00;440.00;440.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001469;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;teken en schilderen;Eenmalig;432.00;432.00;432.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001474;(Particulier);Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013;Participatie;stadsdeel Zuidoost;versterking bewonersparticipatie;Eenmalig;5000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001478;(Particulier);Eenmalige Initiatieven SD Zuidoost;Algemeen;stadsdeel Zuidoost;Verbetering, ondersteunen en optimaliseren via vrijwillige diensten dmv initiatieven in Zuidoost;Eenmalig;5000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001489;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;hangende tuinen aov palen;Eenmalig;5000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001499;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Gevelbakken beplanting Spinakerhof en Fokkezeil;Eenmalig;1432.50;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001502;(Particulier);Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013;Participatie;stadsdeel Zuidoost;Sporttoernooi dag K-buurt Zuidoost;Eenmalig;3648.50;2264.00;2264.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001508;(Particulier);Subsidieregeling wonen boven bedrijven stadsdeel Amsterdam-Centrum;Stedelijke ontwikkeling en wonen;stadsdeel Centrum;wonen boven winkels voor 3 woningen;Eenmalig;75000.00;50000.00;NULL;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001509;(Particulier);Eenmalige Initiatieven SD Noord;Algemeen;stadsdeel Noord;Taalproject waarin jongeren interactief kennis maken met Nederlandse spreekwoorden en uitdrukkingen.;Eenmalig;10000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001510;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Klaverjasclub De Vriendenkring;Eenmalig;500.00;500.00;500.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001513;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Kledingruil voor Noorderlingen;Eenmalig;1050.00;730.00;730.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001517;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;ter ondersteuning aktiviteiten Belangen en Ontspanningsvereniging Stellingwegflat;Eenmalig;2015.00;800.00;800.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001523;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Buurtkrant Vogelbuurt/IJplein  1e editie;Eenmalig;2990.00;2990.00;2990.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001524;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Het aanpakken van lokaal sociale problemen onder kwetsbare doelgroepen in Plan van Gool wijk;Eenmalig;5000.00;800.00;800.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001530;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Buurfeest;Eenmalig;1110.00;260.00;260.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001531;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;2 maal ouderenmiddag in Tuindorp Oostzaan;Eenmalig;4000.00;2050.00;2050.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001536;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;potten bakken in de Evenaar;Eenmalig;500.00;500.00;500.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001537;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Nieuwjaarsreceptie in Schellingwoude 2016;Eenmalig;515.00;255.00;255.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001545;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Buurtkrant Vogelbuurt/IJplein  2e edite;Eenmalig;2990.00;2990.00;2990.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001549;(Particulier);Subsidie Zorg voor Zuid;Welzijn en Zorg;stadsdeel Zuid;Opleiding vrijwilligers voor De Nieuwe Coenen;Periodiek;30000.00;24100.00;24100.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001556;(Particulier);Subsidieregeling Bewonersinitiatieven;Welzijn en Zorg;stadsdeel Zuid;buurtcompostproject;Eenmalig;1970.00;1970.00;1970.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001559;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Spelmiddagen Molenwijk;Eenmalig;745.00;590.00;590.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001561;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Zwemlessen voor vrouwen, zie bijgevoegd bilagen: lijst van deelnemers;Eenmalig;3630.00;1815.00;1815.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001570;(Particulier);Begrotingspost Subsidies SD Noord (Organisatiespecifiek);Algemeen;stadsdeel Noord;Plejater, meespeeltheater voor kinderen;Eenmalig;4500.00;4500.00;4500.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001571;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Burendag 2016 Festival der mogelijkheden;Eenmalig;5000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001572;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Concerten in periode van jan tot dec gegeven door Amsemble in Amsterdam- en Landelijk-Noord;Eenmalig;9858.70;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001573;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;voor het geven van Workshop Acteren aan mensen in Amsterdam Noord;Eenmalig;2950.00;2090.00;2090.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001574;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;"Bewonersinitiatief ""meedoen in Noord'";Eenmalig;2800.00;1200.00;1200.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001577;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;theesalon activititeiten vrouwengroep;Eenmalig;1300.00;950.00;950.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001583;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;uitgave Breednieuws 2016;Eenmalig;3000.00;2350.00;2350.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001584;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Bingo-Muziek-Dansavonden-Klaverjassen-Biljarten-Bustochten en spelletjes;Eenmalig;2015.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001566;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;EHBO workshop;Eenmalig;2280.00;2280.00;2280.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001595;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;2e camera R4TV online tv zender Rivierenbuurt;Eenmalig;2000.00;2000.00;2000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001611;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;diverse activiteiten in de Banne Noord en Zuid;Eenmalig;15862.00;8000.00;8000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001612;(Particulier);Eenmalige Initiatieven SD West;Algemeen;stadsdeel West;Oud is Goud Documentair mode project;Eenmalig;1000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001602;(Particulier);Eenmalige Initiatieven SD Noord;Algemeen;stadsdeel Noord;Podium Amsterdam Noord in de Buiksloterkerk.;Eenmalig;60000.00;40000.00;40000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001645;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;ruimtehuur Klaverjasgroep de Banne;Eenmalig;896.40;896.40;896.40;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001686;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;Zingen In Zuid;Eenmalig;2000.00;2000.00;2000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001699;(Particulier);Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013;Participatie;stadsdeel Zuidoost;Kinderproject 2016 behorende bij Vrouwenproject Caraibic 2016;Eenmalig;5000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001700;(Particulier);Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013;Participatie;stadsdeel Zuidoost;Vrouwenproject Caraibic 2016;Eenmalig;5000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001762;(Particulier);Subsidieregeling buurtbudgetten (West);Participatie;stadsdeel West;Soeptuin Bredius;Eenmalig;4950.00;3500.00;3500.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001763;(Particulier);Subsidieregeling Burgerschap en Diversiteit;Participatie;Onderwijs, Jeugd en Zorg;Opr;Eenmalig;25000.00;.00;.00;2017;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001794;(Particulier);Subsidieregeling Bewonersinitiatieven;Welzijn en Zorg;stadsdeel Zuid;Boekenpaal in het Amstelpark;Eenmalig;3490.00;3490.00;3490.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001796;(Particulier);Subsidieregeling Festivals Oost;Cultuur;stadsdeel Oost;Viva Brasil Festival;Eenmalig;50000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001817;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;huur lokaal  en expositie;Eenmalig;496.00;496.00;496.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001823;(Particulier);Subsidieregeling Bewonersinitiatieven;Welzijn en Zorg;stadsdeel Zuid;Buurtcompostbak en geveltuinen;Eenmalig;4200.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001828;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;bevorderen zelfzorg, mantelzorg, vrijwilligerszorg met interactieve website;Eenmalig;1500.00;1500.00;1500.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001855;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;kinderactiviteit dans sport;Eenmalig;486.43;486.43;486.43;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001856;(Particulier);Subsidieregeling Bewonersinitiatieven;Welzijn en Zorg;stadsdeel Zuid;opknappen Picopleintje;Eenmalig;5000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001857;(Particulier);Subsidieregeling Bewonersinitiatieven;Welzijn en Zorg;stadsdeel Zuid;Gezamelijke compostbak Merwedeplein;Eenmalig;3250.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001870;(Particulier);Nadere regels subsidies versterking bewonersparticipatie stadsdeel Zuidoost 2013;Participatie;stadsdeel Zuidoost;Kookclub de 3 monden;Eenmalig;3920.00;3920.00;3920.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001875;(Particulier);Subsidieregeling Festivals Oost;Cultuur;stadsdeel Oost;De Toren van Babel;Eenmalig;5000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001897;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;klassiek concert voor middelbare scholieren en ouderen;Eenmalig;4500.00;4500.00;4500.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001902;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;Podium Lydia;Eenmalig;1000.00;1000.00;1000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001903;(Particulier);Subsidie Vrijwilligersinitiatieven in Zuid;Welzijn en Zorg;stadsdeel Zuid;Valentijnsdag voor senioren en young professionals uit stadsdeel Zuid;Eenmalig;1520.00;1520.00;1520.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001912;(Particulier);Stimuleren Creatieve en Ambachtelijke bedrijvigheid in kleinschalige bedrijfsruimte in de wijken De;Economie;stadsdeel West;Bouwen escape room;Eenmalig;25000.00;25000.00;NULL;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001921;(Particulier);Eenmalige Initiatieven SD Zuid;Algemeen;stadsdeel Zuid;organiseren van inloopbridge voor ouderen in Buitenveldert;Eenmalig;900.00;900.00;900.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001968;(Particulier);Eenmalige Initiatieven SD Noord;Algemeen;stadsdeel Noord;On the Roof, 7 concerten Jazz en Wereldmuziek, hoog artistiek niveau en bijzondere locatie;Eenmalig;4000.00;.00;.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001969;(Particulier);Meedoen Noord;Participatie;stadsdeel Noord;Huis van de Levenskunst;Eenmalig;300.00;300.00;300.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001982;(Particulier);Subsidieregeling Bewonersinitiatieven;Participatie;stadsdeel Oost; Bewonersgroep Commelinstraat;Eenmalig;1000.00;1000.00;1000.00;2016;2018-05-02 01:00:11.660
SB_MI_SUBSIDIEREGISTER;SBA-001989;(Particulier);Nadere regels subsidie Kunst Cultuur West;Cultuur;stadsdeel West;Community art project Pay it Forward! de KettingKusss;Eenmalig;2000.00;.00;.00;2016;2018-05-02 01:00:11.660
