TABLE_NAME,DOSSIERNUMMER,AANVRAGER,REGELINGNAAM,BELEIDSTERREIN,ORGANISATIEONDERDEEL,PROJECT_NAAM,TYPE_PERIODICITEIT,BEDRAG_AANGEVRAAGD,BEDRAG_VERLEEND,BEDRAG_VASTGESTELD,SUBSIDIEJAAR,DATUM_OVERZICHT
SB_MI_SUBSIDIEREGISTER,SBA-000634,Stichting Instituut voor Multiculturele Dienstverlening (SIMUD),Eenmalige Initiatieven SD Zuidoost,Algemeen,stadsdeel Zuidoost,7 projecten in het kader van diversiteitsbeleid,Eenmalig,212000,74150,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000649,Stichting Theatraal IJburg,Subsidieregeling culturele voorzieningen,Cultuur,stadsdeel Oost,Buitenschoolse kunst- en cultuureducatie Jeugdtheaterschool TIJ,Periodiek,40000,15000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-005114,Stichting Theatraal IJburg,Subsidieregeling stimulering buitenschoolse cultuurecucatie in het kader van het aanvalsplan armoede,Cultuur,Kunst en Cultuur,"binnen-, buiten- en naschoolse activiteiten cultuureducatie Theater projectnaam 'Binnenste-buiten'",Eenmalig,19060,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000683,Samenwonen-Samenleven,Bijzondere subsidieverondering Kunst en Cultuur,Cultuur,stadsdeel Nieuw-West,"Revue de Pare, variete en podium voor jong talent",Eenmalig,13084,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000653,Samenwonen-Samenleven,Subsidieregeling Huis van de Wijk,Welzijn en Zorg,stadsdeel Nieuw-West,Huis van de wijk Slotervaart Noord,Periodiek,410330,410330,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000820,Samenwonen-Samenleven,Begrotingspost Subsidie SD Zuidoost (Organisatiespecifiek),Algemeen,stadsdeel Zuidoost,Informele zorg/dragende samenleving en Odense Inloophuis,Periodiek,158686,81930,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000844,Samenwonen-Samenleven,Welzijnssubsidies West 2013,Welzijn en Zorg,stadsdeel West,Toerusting Informele zorg en makelpunt,Periodiek,76077.57,64511.43,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000882,Samenwonen-Samenleven,Subsidieregeling Burgerschap en Diversiteit,Participatie,"Onderwijs, Jeugd en Zorg","Kantlijn, schrijf van dak en thuislozen",Eenmalig,10000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000900,Samenwonen-Samenleven,Subsidieregeling Talentontwikkeling Kunst & Cultuur,Cultuur,stadsdeel Nieuw-West,ModeTaal of My Secret Dress Code,Periodiek,8285,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000897,Stichting voor Kennis en sociale Cohesie,Subsidieregeling Jongerenwerk,Jeugd,stadsdeel Nieuw-West,Mijn Eerste Bijbaan,Periodiek,15000,10000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000654,Stichting voor Kennis en sociale Cohesie,Nadere regels subsidie Mentoraten en huiswerkbegeleiding,Onderwijs,stadsdeel West,Mentoraten,Periodiek,124950,124950,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000684,Stichting voor Kennis en sociale Cohesie,Begrotingspost Subsidie SD Zuidoost (Organisatiespecifiek),Algemeen,stadsdeel Zuidoost,Mentoraten Zuidoost,Periodiek,49980,49980,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000677,Stichting voor Kennis en sociale Cohesie,Subsidieregeling Brede Talentontwikkeling Jeugd 4 t/m 10 jaar,Jeugd,stadsdeel Oost,Mentoraten Oost,Periodiek,200288,196060,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000680,Stichting voor Kennis en sociale Cohesie,Subsidieregeling Brede Talentontwikkeling Jeugd 4 t/m 10 jaar,Jeugd,stadsdeel Oost,Weekendstudentproject 2016,Periodiek,75000,73417.5,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000664,Stichting voor Kennis en sociale Cohesie,Subsidieregeling Mentoraten,Onderwijs,stadsdeel Nieuw-West,Mentoraten,Periodiek,35280,34222,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000657,Stichting Kunsteducatie De Rode Loper op School,Subsidieregeling Brede Talentontwikkeling Jeugd 4 t/m 10 jaar,Jeugd,stadsdeel Oost,Kunst- en Cultuureducatie primair onderwijs stadsdeel Oost,Periodiek,150000,150000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-001898,Stichting Kunsteducatie De Rode Loper op School,Subsidieregeling Brede Talentontwikkeling Jeugd 4 t/m 10 jaar,Jeugd,stadsdeel Oost,cultuureducatie primair onderwijs IJburg,Eenmalig,10000,10000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000660,Chinese ouderenvereniging Tung Lok,Bijzondere subsidieverordening ondersteuning mantelzorg en vrijwilligerswerk,Welzijn en Zorg,"Onderwijs, Jeugd en Zorg",Chinese ouderenvereniging Tung Lok,Periodiek,15730,15730,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000661,stichting JAM,Bijzondere subsidieverordening ondersteuning mantelzorg en vrijwilligerswerk,Welzijn en Zorg,"Onderwijs, Jeugd en Zorg","Ouderen Songfestival 2016 zangfestival voor ouderen van 55 jaar en ouder, kan meedoen",Periodiek,18960,18960,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000720,stichting JAM,Begrotingspost Subsidies SD Noord (Organisatiespecifiek),Algemeen,stadsdeel Noord,UIT IN NOORD 2016,Eenmalig,30000,25000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000812,stichting JAM,Eenmalige Initiatieven OJZ,Algemeen,"Onderwijs, Jeugd en Zorg",Kunstschooldag(en) 2016,Eenmalig,75000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-001251,stichting JAM,Nadere regels subsidie evenementen EU-voorzitterschap 2016,Openbare orde en veiligheid,Bestuur en Organisatie,Imagine Festival Amsterdam 2016,Eenmalig,25000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000670,Timon,Bijzondere subsidieverordening voor opvang en begeleiding van kwetsbare burgers,Welzijn en Zorg,"Onderwijs, Jeugd en Zorg",Begeleid Wonen en 24-uursopvang,Periodiek,874023,874023,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004184,Timon,Bijzondere subsidieverordening voor opvang en begeleiding van kwetsbare burgers,Welzijn en Zorg,"Onderwijs, Jeugd en Zorg",Voorziening Weesperhof (Noodopvang),Periodiek,122394,122394,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000678,The Mall de Baarsjes,"Nadere regels subsidie ""Jongerenwerk""",Jeugd,stadsdeel West,Jeugd en jongerenwerk de Baarsjes,Periodiek,601884,601884,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-001560,The Mall de Baarsjes,"Nadere regels subsidie ""Jongerenwerk""",Jeugd,stadsdeel West,Projectplan Meidenwerk DTG buurt 2016,Eenmalig,29832,29832,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-001217,Funtrax,Nadere regels subsidie evenementen EU-voorzitterschap 2016,Openbare orde en veiligheid,Bestuur en Organisatie,WK Nederland 2016,Eenmalig,20000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000679,Funtrax,Begrotingspost Subsidie SD Zuidoost (Organisatiespecifiek),Algemeen,stadsdeel Zuidoost,Coaching Traject Funtrax,Periodiek,120000,82800,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000685,Stichting IJsterk Peuterspeelzalen,Subsidieregeling peuterspeelzaalwerk en voorschoolse educatie,Onderwijs,"Onderwijs, Jeugd en Zorg",Peuterspeelzaalwerk en VVE,Eenmalig,1464093,1388628,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004139,Stichting IJsterk Peuterspeelzalen,Subsidieregeling voorschoolse educatie en peuterspeelzaalwerk 2016,Onderwijs,"Onderwijs, Jeugd en Zorg",Voor de Peuterspeelzalen/VVE Stichting IJsterk,Periodiek,1555839,1550670,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000688,OCCII,Subsidie Brede talentontwikkeling en Jongerenwerk Nieuwe Stijl Zuid,Jeugd,stadsdeel Zuid,Wekelijks kinderprogramma van stichting Init genaamd OCCII Kinderpret,Periodiek,22560,22560,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000689,Wijkcentrum de Pijp (voorheen Wijkcentrum Ceintuur),Begrotingspost Subsidie SD Zuid (Organisatiespecifiek),Algemeen,stadsdeel Zuid,Natuur&Milieuteam Zuid,Periodiek,186200,186200,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000721,Wijkcentrum de Pijp (voorheen Wijkcentrum Ceintuur),Subsidieregeling Vernieuwd welzijn,Welzijn en Zorg,stadsdeel Zuid,Wijkcentrum de Pijp (voorheen Wijkcentrum Ceintuur),Periodiek,132062,129782,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000796,Wijkcentrum de Pijp (voorheen Wijkcentrum Ceintuur),Begrotingspost Subsidie Wonen (Organisatiespecifiek),Algemeen,Wonen,WSWonen Zuid,Periodiek,807778,807778,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-002954,Wijkcentrum de Pijp (voorheen Wijkcentrum Ceintuur),Subsidieregeling Herdenkingen,Bestuur en ondersteuning,stadsdeel Zuid,herdenking 4 mei van Woustraat,Eenmalig,5000,5000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000697,Stichting Openbare Bibliotheek Amsterdam,Begrotingspost Subsidie Participatie (Organisatiespecifiek),Algemeen,Participatie,Stichting Openbare Bibliotheek Amsterdam,Periodiek,250000,250000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000693,Circus Elleboog,Begrotingspost Subsidie SD West (Organisatiespecifiek),Algemeen,stadsdeel West,Beschikbaar stellen van ruimten in het Circustheatergebouw van Circus Elleboog/Laan van Spartaan,Periodiek,20000,20000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000791,Circus Elleboog,Begrotingspost Subsidie SD Zuidoost (Organisatiespecifiek),Algemeen,stadsdeel Zuidoost,Circusactiviteiten in Stadsdeel Zuidoost,Periodiek,51383.48,51383.48,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000802,Circus Elleboog,Subsidieregeling Talentontwikkeling Kunst & Cultuur,Cultuur,stadsdeel Nieuw-West,Talentontwikkeling kinderen en jongeren kunst en cultuur 2016 Nieuw West,Periodiek,17408,3589,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000893,Stichting Woon,Begrotingspost Subsidie Wonen (Organisatiespecifiek),Algemeen,Wonen,Diensten en projecten Wijksteunpunt Wonen Zuidoost,Periodiek,301434,301434,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000891,Stichting Woon,Begrotingspost Subsidie Wonen (Organisatiespecifiek),Algemeen,Wonen,Diensten en Projecten Wijksteunpunten Wonen West,Periodiek,729888,729888,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000885,Stichting Woon,Begrotingspost Subsidie Wonen (Organisatiespecifiek),Algemeen,Wonen,Diensten en Projecten Wijksteunpunten Wonen Nieuw West,Periodiek,527122,527122,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000879,Stichting Woon,Begrotingspost Subsidie Wonen (Organisatiespecifiek),Algemeen,Wonen,ASW Prestatieaanbod 2016,Periodiek,1745702,1745702,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000694,Stichting Woon,Begrotingspost Subsidie SD Nieuw-West (Organisatiespecifiek),Algemeen,stadsdeel Nieuw-West,WSWONEN INZET BIJ SAMEN DOEN – NIEUW-WEST 2016,Periodiek,78000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004568,Stichting Woon,Eenmalige Initiatieven Wonen,Algemeen,Wonen,Energiecoaches en bespaarpakketten,Eenmalig,477623,477623,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000696,Belangenvereniging Druggebruikers MDHG,Bijzondere subsidieverordening voor opvang en begeleiding van kwetsbare burgers,Welzijn en Zorg,"Onderwijs, Jeugd en Zorg",maatschappelijke opvang en clientondersteuning,Periodiek,271718,271718,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000699,Stichting de Theaterdagen,Nadere regels subsidie evenementen EU-voorzitterschap 2016,Openbare orde en veiligheid,Bestuur en Organisatie,IETM Amsterdam 2016,Eenmalig,25000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000855,Stichting de Theaterdagen,Bijzondere subsidieverordening evenementen,Openbare orde en veiligheid,Bestuur en Organisatie,Het Amsterdam Fringe Festival. Jaarlijks staan er 80 groepen gedurende 11 dagen op 44 locaties,Eenmalig,40000,25000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003595,Stichting de Theaterdagen,Subsidie tijdelijk kunstprojecten,Cultuur,stadsdeel Zuid,Amsterdam Fringe Festival 2016,Eenmalig,7500,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-002291,Stichting de Theaterdagen,Eenmalige Initiatieven SD Noord,Algemeen,stadsdeel Noord,IETM Amsterdam in Noord,Eenmalig,9800,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000702,Stichting Dynamo Het Pedagogium,Begrotingspost Subsidie SD West (Organisatiespecifiek),Algemeen,stadsdeel West,Uitvoering van taal/speel-o-theek en spelinlopen,Periodiek,63405,60445,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000706,Stichting Dynamo Het Pedagogium,Begrotingspost Subsidie SD Centrum (Organisatiespecifiek),Algemeen,stadsdeel Centrum,Uitvoering spelinlopen en taal/speel-o-theken,Periodiek,72317,68150,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000708,Amsterdams Andalusisch Orkest,Eenmalige Initiatieven SD Nieuw-West,Algemeen,stadsdeel Nieuw-West,Talentontwikkeling in Amsterdam Nieuw-West,Eenmalig,25000,24250,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000852,Amsterdams Andalusisch Orkest,Bijzondere subsidieverordening evenementen,Openbare orde en veiligheid,Bestuur en Organisatie,Internationaal Ud Festival Nederland,Eenmalig,25000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-001420,Amsterdams Andalusisch Orkest,Subsidieregeling Burgerschap en Diversiteit,Participatie,"Onderwijs, Jeugd en Zorg",Wie is Nieuw?,Eenmalig,30000,10000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-001201,Amsterdams Andalusisch Orkest,Bijzondere subsidieverondering Kunst en Cultuur,Cultuur,stadsdeel Nieuw-West,Talentontwikkelingsprogramma: Van Straat Naar Studio,Eenmalig,3500,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003784,Amsterdams Andalusisch Orkest,Nadere regels subsidie Kunst Cultuur West,Cultuur,stadsdeel West,Ud Festival in het Erasmuspark,Eenmalig,5000,5000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003807,Amsterdams Andalusisch Orkest,Bijzondere subsidieverondering Kunst en Cultuur,Cultuur,stadsdeel Nieuw-West,Van Straat Naar Studio 2.0,Eenmalig,5000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004910,Amsterdams Andalusisch Orkest,Nadere regels subsidie Kunst Cultuur West,Cultuur,stadsdeel West,Verloren Verhalen: huiskamerconcerten voor ouderen,Eenmalig,5000,5000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-002188,Stichting Marokkaanse Ouderen Salon,Bijzondere subsidieregeling vrijwilligersactiviteiten Nieuw-West voor wijkoverstijgende activiteiten,Welzijn en Zorg,stadsdeel Nieuw-West,Vrijwilligersorganisatie activiteiten 2016,Eenmalig,10000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-003599,Stichting Marokkaanse Ouderen Salon,Subsidieregeling Amsterdam Dialoog 2015-2016,Participatie,"Onderwijs, Jeugd en Zorg",Dialoog & Verbinding,Eenmalig,17000,4390,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-001941,Stichting Marokkaanse Ouderen Salon,Subsidieregeling Amsterdam Dialoog 2015-2016,Participatie,"Onderwijs, Jeugd en Zorg",Dialoog en Verbinding,Eenmalig,20000,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000709,Stichting Marokkaanse Ouderen Salon,Eenmalige Initiatieven SD Nieuw-West,Algemeen,stadsdeel Nieuw-West,Stichting Marokkaanse Ouderen Salon,Eenmalig,33300,27300,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000710,Peuterspeelzaal de Potgieter,Subsidieregeling peuterspeelzaalwerk en voorschoolse educatie,Onderwijs,"Onderwijs, Jeugd en Zorg",Exploitatie peuterspeelzaal,Eenmalig,35000,28000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004129,Peuterspeelzaal de Potgieter,Subsidieregeling voorschoolse educatie en peuterspeelzaalwerk 2016,Onderwijs,"Onderwijs, Jeugd en Zorg",Exploitatie Peuterspeelzaal,Eenmalig,28000,28000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004516, Bijlmer Parktheater,Eenmalige Initiatieven SD Zuidoost,Algemeen,stadsdeel Zuidoost,Speciaal Kwakuprogramma in het Bijlmer Parktheater,Eenmalig,10000,10000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004713, Bijlmer Parktheater,Eenmalige Initiatieven SD Zuidoost,Algemeen,stadsdeel Zuidoost,Bijlmer Battle 2016,Eenmalig,23650,23650,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004692, Bijlmer Parktheater,Subsidieregeling Burgerschap en Diversiteit,Participatie,"Onderwijs, Jeugd en Zorg",Project Netwerk Slavernij Verleden,Eenmalig,10000,10000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-002806, Bijlmer Parktheater,Eenmalige Initiatieven SD Zuidoost,Algemeen,stadsdeel Zuidoost,"De Dag van Duizend Culturen, de start van het Culturele en Sportieve seizoen",Eenmalig,60000,50000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000713, Bijlmer Parktheater,Begrotingspost Subsidie SD Zuidoost (Organisatiespecifiek),Algemeen,stadsdeel Zuidoost,Bijlmer Parktheater,Periodiek,357996,347996,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000717,Stichting Weekje Weg,Begrotingspost Subsidie OJZ (Organisatiespecifiek),Algemeen,"Onderwijs, Jeugd en Zorg",Weekje Weg Amsterdam 2016,Periodiek,12205,12205,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000722,kdv de Kleine Zeester,Subsidieregeling individuele voorschoolplaatsen kindercentra 2014-2015,Onderwijs,"Onderwijs, Jeugd en Zorg",Individuele voorschoolplaatsen kindercentra,Eenmalig,41856,34944,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000725,kdv de Kleine Zeester,Subsidieregeling peuterspeelzaalwerk en voorschoolse educatie,Onderwijs,"Onderwijs, Jeugd en Zorg",Subsidie Peuterspeelzaalwerk en voorschoolse educatie,Eenmalig,114122,112577,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004006,kdv de Kleine Zeester,Subsidieregeling voorschoolse educatie en peuterspeelzaalwerk 2016,Onderwijs,"Onderwijs, Jeugd en Zorg",Voorshoolse educatie en peuterspeelzaalwerk,Eenmalig,199030,169925,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004008,kdv de Kleine Zeester,Subsidieregeling individuele voorschoolplaatsen kindercentra,Onderwijs,"Onderwijs, Jeugd en Zorg",Individuele voorschoolplaatsen kindercentra,Eenmalig,87360,87360,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000723,GroenGras,"Nadere regels subsidie ""Jongerenwerk""",Jeugd,stadsdeel West,StreetcAre jongeren talentenproject,Periodiek,44921.68,44921.68,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000727,,Subsidieregeling Activiteiten uitgevoerd door buurtgericht organisaties,Welzijn en Zorg,stadsdeel Oost,Stichting Buurtkrant IJopener,Periodiek,15000,10358,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000728,Deutsch-Niederländischer Verein,Subsidieregeling Vernieuwd welzijn,Welzijn en Zorg,stadsdeel Zuid,Deutsch-Niederlandischer Verein,Periodiek,900,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000729,Stichting WOOR,Subsidieregeling Vernieuwd welzijn,Welzijn en Zorg,stadsdeel Zuid,vernieuwend welzijn voor huis van de wijk rivierenbuurt,Periodiek,394306,376289,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-005219,Stichting WOOR,Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD Zuid),Welzijn en Zorg,stadsdeel Zuid,wekelijkse bijeenkomsten NA-groep (verslaafden in herstel),Periodiek,1820,1820,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000730,Stichting Welzijn Doven in Amsterdam e.o.,Begrotingspost Subsidie OJZ (Organisatiespecifiek),Algemeen,"Onderwijs, Jeugd en Zorg","Welzijn, zorg en sport (maatschappelijke ondersteuning)",Periodiek,192190,192190,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000732,Stichting Info&Zo,Subsidieregeling Jongerenwerk Oost,Jeugd,stadsdeel Oost,"Indische Jasmijn, Meidenwerk Amsterdam Oost",Periodiek,104230.56,23200,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000734,Stichting Info&Zo,Subsidieregeling Jongerenwerk Oost,Jeugd,stadsdeel Oost,Informeren en adviseren van jongeren over diverse leefgebieden,Periodiek,66098,20000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000736,Kinderdagverblijf 't Lieveheersbeestje,Subsidieregeling peuterspeelzaalwerk en voorschoolse educatie,Onderwijs,"Onderwijs, Jeugd en Zorg",VVE voor peuterspeelzaalwerk en Kinderdagverblijven,Eenmalig,11500,5750,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004088,Kinderdagverblijf 't Lieveheersbeestje,Subsidieregeling voorschoolse educatie en peuterspeelzaalwerk 2016,Onderwijs,"Onderwijs, Jeugd en Zorg",Voorschoolsubsidie 2e helft 2016,Eenmalig,10727,10727,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004089,Kinderdagverblijf 't Lieveheersbeestje,Subsidieregeling individuele voorschoolplaatsen kindercentra,Onderwijs,"Onderwijs, Jeugd en Zorg",Individuele Kindplaatsen 2e helft 2016,Eenmalig,15420,15420,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-004090,Kinderdagverblijf 't Lieveheersbeestje,Subsidieregeling individuele voorschoolplaatsen kindercentra,Onderwijs,"Onderwijs, Jeugd en Zorg",Susbidie Individuele Kindplaatsen 1e helft 2016,Eenmalig,13951,13951,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000739,Stichting Wereldse Wijk,Welzijnssubsidies West 2013,Welzijn en Zorg,stadsdeel West,"Cultuur Café, Wereldse Keuken en Filmliga",Periodiek,9140,9025,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000741,Stichting Vrouwen vooruit,Welzijnssubsidies West 2013,Welzijn en Zorg,stadsdeel West,Emancipatie - Periodieke activiteiten Stichting Vrouwen vooruit,Periodiek,102079,102079,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-002809,Stichting Vrouwen vooruit,Welzijnssubsidies West 2013,Welzijn en Zorg,stadsdeel West,Alleenstaande moeders vooruit,Eenmalig,17226,17226,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-002012,Stichting Vrouwen vooruit,Welzijnssubsidies West 2013,Welzijn en Zorg,stadsdeel West,Activiteiten vanuit de VrouwenAcademie West,Eenmalig,22799,22799,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000744,Stichting de Kids van Amsterdam Oost,Subsidieregeling Jongerenwerk Oost,Jeugd,stadsdeel Oost,Preventief jongerenwerk,Eenmalig,31000,8000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000746,Stichting de Kids van Amsterdam Oost,Subsidieregeling Brede Talentontwikkeling Jeugd 4 t/m 10 jaar,Jeugd,stadsdeel Oost,Brede talentontwikkeling,Periodiek,85085,44500,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-005104,Stichting de Kids van Amsterdam Oost,Subsidieregeling stimulering buitenschoolse cultuurecucatie in het kader van het aanvalsplan armoede,Cultuur,Kunst en Cultuur,Subsidie Stimulering buitenschoolse educatie,Eenmalig,29500,0,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000745,Stichting Dorpsraad Driemond,Begrotingspost Subsidie SD Zuidoost (Organisatiespecifiek),Algemeen,stadsdeel Zuidoost,"Stichting Dorpsraad Driemond, zie inleiding bij activiteit 1",Periodiek,105300,101800,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000747,St. Jeugdtheaterschool Zuidoost,Begrotingspost Subsidie SD Zuidoost (Organisatiespecifiek),Algemeen,stadsdeel Zuidoost,"Periodieke subsidie cultuureducatie, talentontw. en huurkostencompensatie 2016",Periodiek,170000,140000,NULL,2016,2016-11-07 01:00
SB_MI_SUBSIDIEREGISTER,SBA-000748,Stg. Kerk & Buurt Westerpark,Bijzondere subsidieverordening voor opvang en begeleiding van kwetsbare burgers,Welzijn en Zorg,"Onderwijs, Jeugd en Zorg",Stg.Kerk & Buurt Westerpark,Periodiek,33475,33475,NULL,2016,2016-11-07 01:00
